anchor,host_name,IP,avg_rtt,min_rtt,max_rtt,location
IN-V2-229,meghalaya.gov.in,192.168.1.1,1.268625311,1.34862695,1.820426356,Sonipat
IN-V2-249,uidai.gov.in,10.100.100.100,0.577802496,0.510706536,0.325687182,Bengaluru
IN-V2-51,hathway.net,192.168.1.1,0.610996582,0.326658578,0.238,Greater Noida
IN-V2-229,hathway.net,203.171.243.225,1.386244214,1.977592469,1.925670679,Kolkata
IN-39,airtel.in,136.232.208.209,10.03748506,8.592636489,9.814688227,Chennai
IN-48,hathway.net,192.168.10.1,0.284910553,0.22,0.506339895,Dehradun
IN-31,iisc.ac.in,51.10.26.236,22.59408239,22.67957876,23.12471949,Berlin
IN-V2-07,meghalaya.gov.in,172.26.110.148,3.80248092,3.132269197,3.620793373,Kolkata
IN-31,sbi.co.in,203.129.254.17,0.776353413,1.118772003,1.064791514,Coimbatore
IN-40,hathway.net,115.110.206.74,26.10360453,12.44098841,39.34006996,Mumbai
IN-48,hathway.net,203.193.159.129,1.429337831,1.727185447,1.176167648,Dehradun
IN-V2-229,hathway.net,192.168.7.1,0.880402112,0.467940692,0.563112454,Kolkata
IN-44,www.irctc.in,192.168.10.1,0.528886613,0.768204173,1.15395559,Prayagraj
IN-31,jio.in,121.241.155.113,1.11995015,0.974887516,2.748359195,Ahmedabad
IN-V2-164,github.com,121.241.155.242,30.04792926,22.21131448,36.49625078,Thiruvathapur
IN-39,metro.in,136.232.208.209,8.07250865,8.444291578,8.471506207,Chennai
IN-12,hathway.net,116.119.72.56,6.645494664,5.443197617,8.243035136,Delhi
IN-2,meghalaya.gov.in,10.21.248.1,6.074567499,4.499192541,6.530944476,Dumka
IN-V2-134,iisc.ac.in,122.187.95.97,5.686183239,5.549978771,6.118384342,Bangalore
IN-V2-134,sbi.co.in,182.79.245.225,10.16844187,9.299809615,10.18093184,Chennai
IN-28,airtel.in,203.193.158.20,21.43199025,20.36872254,22.06513886,Chennai
IN-V2-134,iisc.ac.in,13.71.49.222,27.67779061,27.2209463,27.60217546,Pune
IN-V2-229,meghalaya.gov.in,203.171.243.225,2.895330065,3.288479564,2.632450643,Kolkata
IN-31,iisc.ac.in,51.10.44.156,19.10178779,19.49873791,19.41969502,Chennai
IN-31,airtel.in,59.144.62.33,3.204979328,2.445580704,1.917947425,Thiruvathapuram
IN-41,titan.co.in,136.232.113.217,6.546062897,6.320608983,6.817171484,Sarkhej
IN-33,www.irctc.in,182.79.141.56,6.885363866,5.808709607,5.781510378,Mumbai
IN-V2-101,www.irctc.in,125.20.136.49,7.255962072,6.925658975,8.025381354,Pune
IN-28,uidai.gov.in,59.160.150.5,28.06448606,27.29904159,29.65742394,Ahmedabad
IN-2,hathway.net,172.16.13.2,10.98522273,10.814783,10.53274227,Dumka
IN-67,meghalaya.gov.in,192.168.1.1,0.639939334,0.862253476,0.764973599,Imphal
IN-2,meghalaya.gov.in,10.21.248.1,6.528645681,4.187283928,7.877155561,Dumka
IN-19,hathway.net,125.16.149.129,7.18450669,6.372283759,7.972158699,Ranchi
IN-54,nesac.gov.in,192.168.0.1,1.519712018,1.82149611,1.037575393,Shillong
IN-48,hathway.net,136.232.27.246,36.89725856,37.20065604,37.46716129,Navi Mumbai
IN-57,www.irctc.in,182.72.222.125,6.289889485,6.088041188,6.648428783,Bangalore
IN-V2-249,airtel.in,182.78.39.165,4.040392763,4.185108398,4.5101196,Mangalore
IN-V2-134,jio.in,223.178.56.1,14.30384865,2.980374825,25.34049883,Bangalore
IN-V2-249,metro.in,182.78.39.165,4.10193245,3.975096068,4.795372597,Mangalore
IN-12,hathway.net,116.119.121.49,6.50602558,6.345941844,6.045299327,Delhi
IN-41,titan.co.in,172.16.4.152,18.24340671,17.60348643,18.72941478,Mumbai
IN-V2-164,jio.in,14.141.123.226,22.39248919,22.0557361,22.39892581,Chennai
IN-V2-249,github.com,192.168.1.1,0.687301522,1.414401827,1.870728828,Bengaluru
IN-V2-164,jio.in,103.121.26.101,0.489695921,0.22,0.86467946,Thiruvathapuram
IN-V2-30,hathway.net,125.20.113.213,5.981709647,5.337452422,6.294604437,Gurgaon
IN-V2-164,metro.in,121.244.53.25,1.368673735,1.163987836,1.757261613,Ernakulam
IN-V2-07,hathway.net,136.232.27.246,39.32148872,39.2502799,40.50326854,Navi Mumbai
IN-31,sbi.co.in,182.79.245.225,16.88001387,16.43323164,17.57082706,Chennai
IN-31,jio.in,121.241.155.113,1.18928686,1.015937226,2.339566514,Ahmedabad
IN-44,hathway.net,192.168.10.1,0.580550767,0.943540933,0.709771476,Prayagraj
IN-V2-07,nesac.gov.in,192.168.29.1,0.691755209,0.583810768,1.081295598,Kolkata
IN-48,hathway.net,14.140.206.25,1.027215364,2.048427448,2.495169491,New Delhi
IN-19,www.irctc.in,192.168.0.1,1.288350947,1.161735736,1.06840341,Ranchi
IN-28,uidai.gov.in,203.129.222.145,12.88928967,12.23812225,14.41302367,Chennai
IN-28,paytm.in,192.168.0.1,0.499707044,0.381360293,0.556898728,Chennai
IN-V2-198,sbi.co.in,182.79.245.225,9.507441168,9.141981231,9.824171976,Chennai
IN-19,www.irctc.in,203.129.217.1,1.996705229,1.941215964,2.097601782,Ranchi
IN-V2-198,iisc.ac.in,125.18.215.57,4.073156655,3.300760853,5.45163786,Bangalore
IN-2,hathway.net,192.168.86.240,8.11392628,8.324696002,9.510969182,Dumka
IN-V2-208,uidai.gov.in,59.160.204.110,6.8108762,6.764483406,6.654240201,Bangalore
IN-V2-249,jio.in,10.100.100.100,1.247833053,0.715465643,0.700479295,Bengaluru
IN-V2-198,github.com,51.10.26.232,27.47777959,25.51071206,28.01275157,Bengaluru
IN-17,hathway.net,203.193.172.1,2.35284349,1.132380846,3.082842457,Patna
IN-67,nesac.gov.in,192.168.1.1,0.652084798,0.807662257,0.668972347,Imphal
IN-V2-30,hathway.net,116.119.109.16,4.983800912,5.395876415,5.065340528,Delhi
IN-28,uidai.gov.in,59.160.150.5,29.17544616,28.08681254,28.9512487,Ahmedabad
IN-44,www.irctc.in,116.119.72.48,31.28384717,24.4638123,38.67988955,Delhi
IN-28,metro.in,180.87.37.33,27.77529301,27.76322461,28.20191978,Chennai
IN-39,jio.in,192.168.5.100,1.668718664,0.766409999,1.157230551,Puducherry
IN-31,sbi.co.in,116.119.72.22,2.863681204,3.915212334,3.088377502,Delhi
IN-V2-208,github.com,192.168.0.1,0.574960327,0.36891188,0.673985205,Chennai
IN-V2-134,iisc.ac.in,122.187.95.97,5.844824126,5.957485163,5.772999957,Bangalore
IN-33,www.irctc.in,182.79.141.56,6.897796955,6.361665736,6.143173428,Mumbai
IN-31,sbi.co.in,192.168.0.2,0.62408316,0.703649803,0.950463308,Coimbatore
IN-41,titan.co.in,162.158.226.73,21.74399201,19.89714401,23.89640627,Mumbai
IN-V2-249,108.117.11.94,10.100.100.100,1.021436441,1.533123021,1.134531294,Bengaluru
IN-31,uidai.gov.in,121.241.155.113,1.417057453,1.404436305,1.589863666,Ahmedabad
IN-V2-198,iisc.ac.in,104.44.20.52,33.20632753,27.4770998,38.83684325,Mumbai
IN-V2-249,sbi.co.in,103.176.234.97,3.359781221,2.562935072,4.211961736,Bangalore
IN-V2-07,meghalaya.gov.in,192.168.29.1,0.47352285,0.994658575,1.081464619,Kolkata
IN-39,jio.in,136.232.208.209,8.282010848,7.848992593,8.242000528,Chennai
IN-V2-07,meghalaya.gov.in,192.168.29.1,0.88191829,0.81495105,1.263410377,Kolkata
IN-28,metro.in,14.141.123.226,29.26902901,28.53238158,28.92677005,Chennai
IN-48,hathway.net,203.193.159.129,1.468389334,1.631300959,1.325951264,Dehradun
IN-28,uidai.gov.in,59.160.204.110,35.3971967,34.84370063,35.00997321,Bangalore
IN-V2-134,paytm.in,192.168.1.1,1.704593751,1.067717158,3.253888412,Bengaluru
IN-V2-51,hathway.net,192.168.1.1,0.232,0.483850254,0.610530449,Greater Noida
IN-47,hathway.net,115.110.210.38,23.48983854,18.19573587,28.97222758,Delhi
IN-V2-134,airtel.in,223.178.56.1,17.85430602,5.115404578,32.58658004,Bangalore
IN-V2-198,github.com,20.207.73.82,26.81529358,25.67077325,27.66971883,Bengaluru
IN-V2-249,uidai.gov.in,103.176.234.97,3.068508885,2.902617351,2.207734226,Bangalore
IN-31,github.com,116.119.72.22,3.841064216,2.880349461,3.696880815,Coimbatore
IN-12,hathway.net,125.18.52.33,4.294910608,3.790095254,3.340029921,Haldia
IN-19,hathway.net,116.119.164.9,26.41199186,20.43706938,32.53335703,Chennai
IN-V2-51,hathway.net,125.22.133.21,4.144061785,4.214179389,4.154741558,Faridabad
IN-V2-164,uidai.gov.in,103.121.26.101,0.458325179,0.586508999,0.756703234,Thiruvathapuram
IN-31,jio.in,14.141.123.226,15.73184,16.05698425,15.60781053,Chennai
IN-39,iisc.ac.in,49.44.220.185,8.719419581,8.878282357,8.488030071,Navi Mumbai
IN-2,meghalaya.gov.in,172.26.104.147,9.943334981,9.474419736,10.43241048,Dumka
IN-28,metro.in,203.193.158.20,23.83314645,23.73818518,24.87494718,Chennai
IN-12,hathway.net,136.232.27.246,35.43705053,35.01701164,35.46919808,Navi Mumbai
IN-V2-134,iisc.ac.in,13.71.49.222,27.63021056,27.59978649,28.29183124,Pune
IN-V2-198,github.com,125.18.215.61,4.316628149,2.758613466,6.271876541,Bengaluru
IN-31,iisc.ac.in,13.71.49.222,29.11086539,28.94697909,28.71233076,Pune
IN-V2-249,metro.in,103.176.234.97,1.781444826,2.587338601,2.922432834,Bangalore
IN-28,paytm.in,192.168.0.1,0.835235965,1.124799863,0.722582624,Chennai
IN-28,startupindia.gov.in,192.168.0.1,0.232,0.536548381,1.227143482,Chennai
IN-V2-208,github.com,192.168.0.1,0.434436961,0.22,0.238,Chennai
IN-V2-249,airtel.in,103.176.234.97,3.059951728,2.09929917,2.93872078,Bangalore
IN-V2-198,github.com,10.240.9.208,16.56353861,16.87215388,16.72389968,Bengaluru
IN-V2-07,hathway.net,172.26.110.162,4.229597099,3.926245919,4.427096306,Kolkata
IN-48,hathway.net,203.193.159.129,1.61832721,1.793713426,1.035897164,Dehradun
IN-V2-101,www.irctc.in,182.19.109.69,32.44109747,30.83756353,33.91663553,Mumbai
IN-48,hathway.net,203.193.159.125,0.902802364,0.60875448,0.858010222,Dehradun
IN-V2-139,google.com,72.14.232.50,38.27642059,37.20011713,40.0271136,Hubballi
IN-V2-134,jio.in,192.168.1.1,0.939936442,1.057574686,1.426756123,Bengaluru
IN-31,airtel.in,116.119.72.22,3.356601221,3.228321044,3.11128117,Delhi
IN-31,sbi.co.in,59.144.62.33,3.313046527,2.844518685,2.351146114,Thiruvathapuram
IN-48,hathway.net,115.110.210.38,11.5231169,10.38257882,10.88217767,Delhi
IN-V2-198,airtel.in,192.168.1.1,0.232,0.552620515,0.238,Bengaluru
IN-39,airtel.in,136.232.208.209,9.115843967,9.049087928,9.502678615,Chennai
IN-V2-229,hathway.net,203.171.240.1,3.447362208,2.935640414,2.94973595,Dam Dam
IN-19,hathway.net,203.129.217.1,1.650657068,2.037799206,1.786933559,Ranchi
IN-54,meghalaya.gov.in,192.168.0.1,1.153309933,1.290061819,1.319895302,Shillong
IN-V2-229,meghalaya.gov.in,192.168.7.1,1.320867243,0.838011769,0.629375748,Kolkata
IN-13,hathway.net,116.119.104.88,27.49409227,27.45632334,28.5372951,Delhi
IN-V2-139,google.com,142.250.239.228,25.38045994,25.21847883,24.98958091,Hubballi
IN-V2-198,iisc.ac.in,104.44.20.52,33.09450886,27.94860519,38.79351619,Mumbai
IN-V2-30,hathway.net,49.44.187.164,9.009646948,7.816481681,9.976202856,Chennai
IN-31,metro.in,180.87.37.33,16.36297148,16.31645266,15.78149243,Chennai
IN-V2-134,iisc.ac.in,223.178.56.1,6.0309141,4.68476342,5.73790597,Bangalore
IN-V2-07,nesac.gov.in,192.168.29.1,1.039985638,0.3982139,0.854789155,Kolkata
IN-V2-134,sbi.co.in,122.187.95.101,8.844011176,8.106631541,10.64929946,Bangalore
IN-V2-193,meghalaya.gov.in,203.199.9.218,25.62389713,25.7342035,24.8898739,Gurgaon
IN-12,hathway.net,136.232.27.246,34.94385391,35.51832118,34.9899787,Navi Mumbai
IN-28,iisc.ac.in,203.193.158.20,22.97538836,22.76873857,23.69760566,Chennai
IN-47,hathway.net,203.190.147.33,1.727105211,1.174010258,1.246483488,Noida
IN-40,hathway.net,192.168.2.1,0.883857393,0.22,0.297018168,Gandhinagar
IN-V2-249,108.117.11.94,115.117.125.241,3.875032539,2.643075177,4.584014855,Bangalore
IN-2,hathway.net,192.168.85.52,9.87981673,10.06199427,10.3646556,Dumka
IN-39,iisc.ac.in,13.71.49.222,27.01184158,26.16717181,26.42163016,Pune
IN-48,hathway.net,172.31.2.69,38.15713614,37.93273863,38.23875417,Navi Mumbai
IN-40,titan.co.in,192.168.2.1,0.632466143,0.441311265,0.238,Gandhinagar
IN-44,www.irctc.in,116.119.72.48,31.16006369,23.69649067,38.94764832,Delhi
IN-V2-51,hathway.net,136.232.27.246,33.13139707,33.06654786,33.698209,Navi Mumbai
IN-47,hathway.net,115.110.210.38,23.20835357,17.85297618,28.90262553,Delhi
IN-28,iisc.ac.in,59.160.150.5,26.46459779,26.31181781,26.957249,Ahmedabad
IN-33,www.irctc.in,182.79.141.56,6.343349757,5.683565195,5.791580656,Mumbai
IN-62,hathway.net,136.232.27.246,21.94254706,22.52162593,21.88485174,Navi Mumbai
IN-V2-249,paytm.in,192.168.1.1,0.929897363,1.930977353,2.001524442,Bengaluru
IN-V2-51,hathway.net,116.119.109.76,5.533732858,5.148820487,5.768576517,Delhi
IN-47,hathway.net,192.168.0.1,0.603437328,0.732502121,1.180594067,Lucknow
IN-28,airtel.in,203.193.158.20,21.54138969,21.13974641,22.32566003,Chennai
IN-28,iisc.ac.in,59.160.150.5,27.44295979,26.07086424,26.06625774,Ahmedabad
IN-39,metro.in,103.198.140.170,9.342022714,8.965051888,9.348745783,Singapore
IN-48,hathway.net,203.193.159.125,0.574613466,1.200396689,0.769807092,Dehradun
IN-28,github.com,192.168.0.1,1.08929879,0.558645735,1.257121553,Chennai
IN-V2-101,www.irctc.in,182.19.109.69,32.45925753,31.10365431,33.60901683,Mumbai
IN-13,hathway.net,192.168.10.1,1.131401091,1.121104206,0.39940893,Siliguri
IN-47,hathway.net,192.168.0.1,0.733064854,1.157679128,1.058248436,Lucknow
IN-17,hathway.net,192.168.2.1,1.89815626,1.179219276,1.926648899,Patna
IN-47,hathway.net,203.190.147.33,1.94527246,1.792034373,1.548160255,Noida
IN-V2-229,hathway.net,172.24.27.129,1.698927774,1.134187326,2.51875058,Kolkata
IN-28,jio.in,203.193.158.20,23.39853642,22.15732764,23.49020349,Chennai
IN-2,hathway.net,10.21.248.1,6.959924014,4.067501069,8.658347897,Dumka
IN-V2-134,paytm.in,223.178.56.1,7.050790749,2.908313059,10.73385099,Bengaluru
IN-19,hathway.net,125.16.149.129,7.952072955,7.095898925,8.012657764,Ranchi
IN-39,uidai.gov.in,115.112.8.49,7.16366699,7.451940034,7.995673099,Chennai
IN-28,uidai.gov.in,192.168.0.1,0.232,0.699055417,0.766979167,Chennai
IN-V2-30,hathway.net,192.168.1.1,0.667169794,1.444972336,0.253507309,Greater Noida
IN-31,github.com,104.44.29.63,35.36685771,35.28843743,34.46821606,Coimbatore
IN-V2-164,github.com,192.168.9.254,0.324604654,0.573317909,0.601778045,Thiruvathapuram
IN-39,sbi.co.in,203.193.135.2,1.165277279,1.48582821,1.448661132,Nagpur
IN-V2-229,hathway.net,172.24.27.129,2.070541153,1.449895235,2.568511059,Kolkata
IN-39,metro.in,192.168.5.100,1.236438539,0.605309182,2.257648223,Puducherry
IN-V2-30,hathway.net,136.232.27.246,27.39104853,25.38221343,27.14301782,Navi Mumbai
IN-V2-134,startupindia.gov.in,192.168.1.1,0.888374909,0.718312993,0.640454907,Bengaluru
IN-48,hathway.net,14.140.206.25,2.200873969,1.727544577,1.986996643,New Delhi
IN-V2-134,jio.in,223.178.56.1,14.30259889,3.428461401,25.0197274,Bangalore
IN-V2-208,sbi.co.in,192.168.0.1,0.848091764,0.447318434,1.196732951,Chennai
IN-62,titan.co.in,162.158.226.93,29.94060584,25.26047503,36.33064032,Mumbai
IN-V2-164,iisc.ac.in,104.44.12.126,21.25226703,20.83972166,21.95386201,Chennai
IN-V2-229,nesac.gov.in,192.168.7.1,0.610700143,0.60522586,0.519670106,Kolkata
IN-V2-249,jio.in,103.176.234.97,2.708536842,2.351244505,3.009597764,Bangalore
IN-V2-164,jio.in,192.168.9.254,0.368754791,0.22,0.658457102,Thiruvathapuram
IN-V2-164,metro.in,121.244.53.25,1.092996754,1.757613936,1.782729173,Ernakulam
IN-V2-07,meghalaya.gov.in,192.168.105.50,4.30361715,3.588372638,4.817204958,Kolkata
IN-V2-30,hathway.net,116.119.109.16,5.351235024,4.829024211,5.780667669,Delhi
IN-2,hathway.net,172.26.104.147,10.37266959,8.986637834,10.70876952,Dumka
IN-V2-134,jio.in,223.178.56.1,13.98321322,2.989782542,24.52143996,Bangalore
IN-V2-101,www.irctc.in,103.243.115.193,4.320034763,3.383588084,4.043420232,Ashti
IN-47,hathway.net,115.113.247.57,2.899358378,2.113830315,2.897986138,Delhi
IN-33,www.irctc.in,172.16.0.1,0.961143557,1.273318162,1.186215821,Pimpri-Chinchwad
IN-31,uidai.gov.in,192.168.0.2,0.835497155,0.22,0.238,Coimbatore
IN-V2-229,meghalaya.gov.in,192.168.1.1,1.981561992,1.306999512,1.635472443,Sonipat
IN-28,airtel.in,203.193.158.20,21.29878466,20.6375647,22.03547351,Chennai
IN-V2-249,jio.in,52.95.67.75,17.44076575,15.08710077,20.84471776,Mumbai City
IN-V2-30,hathway.net,49.44.187.164,8.934531799,8.342864071,9.189562178,Chennai
IN-V2-249,github.com,103.77.108.26,15.03981909,14.13877093,15.26795814,Bengaluru
IN-V2-208,google.com,142.251.69.103,25.22609489,25.50803821,25.50584148,Mumbai
IN-2,hathway.net,172.16.13.2,10.60627154,11.03315674,11.15505539,Dumka
IN-V2-164,uidai.gov.in,192.168.9.254,0.469934388,0.22,0.238,Thiruvathapuram
IN-V2-164,uidai.gov.in,103.121.26.101,0.395313131,0.22,1.099633874,Thiruvathapuram
IN-12,meghalaya.gov.in,116.119.72.56,7.520620986,5.154370674,10.38882898,Delhi
IN-V2-164,github.com,121.244.53.25,1.3078235,1.169102517,1.586716019,Thiruvathapuram
IN-19,hathway.net,125.16.149.129,7.554030153,6.916109294,7.747101463,Ranchi
IN-V2-30,hathway.net,192.168.1.1,0.480375478,0.548979334,0.605206275,Greater Noida
IN-39,sbi.co.in,203.193.135.2,0.338061474,1.227994872,1.540418915,Nagpur
IN-V2-164,sbi.co.in,103.121.26.101,0.436234198,0.398925088,0.522813425,Thiruvathapuram
IN-31,github.com,203.129.254.17,1.092241812,0.22,1.130477878,Coimbatore
IN-39,metro.in,103.198.140.170,9.103178608,9.718161109,9.867930322,Singapore
IN-28,jio.in,203.193.158.20,23.54272277,22.48770654,23.42150176,Chennai
IN-28,github.com,59.160.150.5,28.68908815,27.95507345,29.62919809,Chennai
IN-47,hathway.net,115.113.247.57,2.508777622,2.346089507,2.258159394,Delhi
IN-V2-134,metro.in,192.168.1.1,0.786927092,0.369494919,0.238,Bengaluru
IN-V2-198,iisc.ac.in,125.18.215.57,3.812896925,3.081643262,5.377290628,Bangalore
IN-31,iisc.ac.in,51.10.26.236,23.34776385,23.03418539,23.42550567,Berlin
IN-V2-139,google.com,192.168.1.1,0.232,0.22,0.238,Hubballi
IN-V2-208,paytm.in,192.168.0.1,0.714636537,0.579275607,0.692000996,Chennai
IN-31,jio.in,14.141.123.226,16.18951935,16.92698231,15.88801741,Chennai
IN-57,hathway.net,182.72.222.125,10.2789116,9.230647284,9.944846941,Bangalore
IN-V2-249,108.117.11.94,154.210.186.208,1.714886674,1.93755045,2.385160037,Delhi
IN-31,github.com,104.44.16.68,27.89307577,27.77333494,27.7976372,Coimbatore
IN-V2-193,meghalaya.gov.in,10.230.244.1,0.679721464,0.22,0.96549883,New Town
IN-57,www.irctc.in,116.119.72.92,6.375610498,5.792889567,7.467067042,Delhi
IN-V2-249,metro.in,10.100.100.100,1.466818147,0.622194843,1.402077942,Bengaluru
IN-17,hathway.net,203.193.172.1,2.322406219,1.345377295,2.430018516,Patna
IN-31,iisc.ac.in,13.71.49.222,28.67088339,29.25867701,28.65283212,Pune
IN-28,metro.in,59.160.150.5,34.46248269,28.16923172,40.8611717,Ahmedabad
IN-12,hathway.net,136.232.27.246,34.92544894,35.03388668,34.53572045,Navi Mumbai
IN-V2-07,hathway.net,192.168.29.1,0.232,0.324275153,0.474144847,Kolkata
IN-31,github.com,59.144.62.33,2.110911838,1.949412393,2.19973737,Coimbatore
IN-44,hathway.net,116.119.72.48,26.80306518,19.92649359,34.72445462,Delhi
IN-V2-193,nesac.gov.in,10.230.244.1,0.386272097,0.22,0.238,New Town
IN-17,hathway.net,192.168.2.1,1.08572095,0.945169542,1.072838897,Patna
IN-V2-51,hathway.net,192.168.1.1,0.940314178,0.22,0.238,Greater Noida
IN-57,www.irctc.in,182.72.222.125,6.759823734,6.045678358,5.599626033,Bangalore
IN-31,metro.in,180.87.37.33,16.48857323,16.44821004,16.26732263,Chennai
IN-39,sbi.co.in,192.168.5.100,0.944122976,0.891573122,0.909068031,Puducherry
IN-28,github.com,192.168.0.1,0.592523,0.889650555,0.238,Chennai
IN-31,sbi.co.in,116.119.36.61,13.49508914,13.59204338,14.0099595,Chennai
IN-47,hathway.net,115.113.247.57,2.26928081,2.018238921,2.488882995,Delhi
IN-V2-249,108.117.11.94,10.100.100.100,0.61943691,1.3510373,1.96672178,Bengaluru
IN-48,hathway.net,115.110.210.38,10.93851854,11.11623667,10.32172656,Delhi
IN-33,www.irctc.in,182.79.141.56,5.334520902,6.042665548,5.720393703,Mumbai
IN-40,titan.co.in,162.158.226.17,10.98705215,11.92105977,11.30725168,Mumbai
IN-39,uidai.gov.in,115.112.8.49,7.655489604,7.574267835,8.044685686,Chennai
IN-28,sbi.co.in,192.168.0.1,0.785851113,0.569555429,1.454038735,Chennai
IN-44,hathway.net,116.119.72.48,26.26500545,19.47762066,33.9566241,Delhi
IN-V2-07,hathway.net,172.26.110.148,3.225854667,2.699511209,3.798203098,Kolkata
IN-48,hathway.net,203.193.159.129,1.472271204,1.511048546,1.251568303,Dehradun
IN-57,hathway.net,116.119.72.92,10.80069161,8.585563152,11.91823571,Delhi
IN-V2-249,uidai.gov.in,103.176.234.97,3.242861441,2.240430052,3.095673183,Bangalore
IN-17,www.irctc.in,203.193.172.1,1.802618407,1.608134486,1.992082121,Patna
IN-17,www.irctc.in,192.168.2.1,1.199003087,0.681406825,1.356620297,Patna
IN-V2-07,meghalaya.gov.in,10.228.8.1,2.442669057,2.411268056,2.785727531,Kolkata
IN-V2-139,google.com,223.190.228.1,7.845137348,7.144514713,9.171869676,Hubballi
IN-48,hathway.net,14.140.206.25,2.279578227,1.697033343,1.83474774,New Delhi
IN-31,jio.in,14.141.123.226,16.14426567,15.95910873,16.07529023,Chennai
IN-V2-229,meghalaya.gov.in,203.199.9.218,27.28030176,26.38594925,27.44778485,Gurgaon
IN-28,github.com,203.129.222.145,11.97705425,11.4834207,12.13359544,Chennai
IN-28,github.com,121.241.155.242,27.91274231,27.63052703,28.43201692,Chennai
IN-33,www.irctc.in,203.129.227.105,13.72641294,12.4260885,12.79941198,Pimpri
IN-47,hathway.net,115.110.210.38,23.26984632,18.60351321,28.85297793,Delhi
IN-57,hathway.net,116.119.72.92,10.05194589,9.145398555,11.50596988,Delhi
IN-48,hathway.net,203.193.159.125,0.72320969,0.519721997,0.47797734,Dehradun
IN-V2-198,github.com,125.18.215.61,3.829215062,2.675834851,5.435756943,Bengaluru
IN-V2-198,startupindia.gov.in,192.168.1.1,0.664465219,0.454000761,0.97295404,Bengaluru
IN-V2-139,google.com,125.17.254.213,9.69855766,8.855561251,10.02240832,Hubballi
IN-V2-164,airtel.in,182.72.165.153,21.47814279,20.56473697,20.94554663,Bangalore
IN-V2-139,google.com,216.239.51.91,20.98757875,21.20761642,21.89557646,Hubballi
IN-28,metro.in,59.160.150.5,34.64965074,28.1667569,40.52278329,Ahmedabad
IN-12,hathway.net,192.168.10.1,0.708369032,0.465751191,0.665965637,Haldia
IN-V2-249,paytm.in,103.176.234.137,3.320552331,2.562556624,3.356846294,Bengaluru
IN-31,github.com,51.10.44.158,17.98983809,17.74842781,17.75470699,Coimbatore
IN-39,iisc.ac.in,49.44.220.185,8.831741789,8.499078639,8.900931229,Navi Mumbai
IN-V2-164,metro.in,103.121.26.101,0.615405307,0.730011278,0.238,Thiruvathapuram
IN-44,hathway.net,61.246.138.73,24.34454572,23.48299156,25.44405285,Allahabad
IN-48,hathway.net,192.168.10.1,0.602582888,0.671824932,0.775970353,Dehradun
IN-V2-134,jio.in,192.168.1.1,0.48155247,1.314736878,1.406393664,Bengaluru
IN-V2-229,meghalaya.gov.in,192.168.7.1,0.656194225,0.96838703,2.097354913,Kolkata
IN-2,hathway.net,192.168.86.240,9.313792052,7.97971462,9.938380069,Dumka
IN-31,uidai.gov.in,192.168.0.2,0.977244312,0.84784776,0.389814214,Coimbatore
IN-V2-198,github.com,125.18.215.61,4.043250101,2.537033364,6.211476118,Bengaluru
IN-V2-198,uidai.gov.in,182.79.153.0,10.9297227,4.997071282,15.83534409,Gurugram
IN-28,uidai.gov.in,59.160.204.110,34.69188158,34.84008947,35.52988468,Bangalore
IN-2,meghalaya.gov.in,115.244.136.18,31.28501342,30.99175069,32.40923202,Sonipat
IN-44,hathway.net,192.168.10.1,1.376281144,0.838685564,0.950859507,Prayagraj
IN-47,hathway.net,115.110.210.38,23.15725373,18.16563428,28.83373986,Delhi
IN-V2-30,hathway.net,116.119.109.16,5.377714888,5.760830645,4.967667464,Delhi
IN-V2-51,hathway.net,136.232.27.246,33.50681815,33.4447772,33.21235609,Navi Mumbai
IN-V2-208,metro.in,192.168.0.1,0.369571487,0.662873248,0.652563338,Chennai
IN-V2-208,google.com,142.251.69.103,24.70695872,25.28715236,24.82584846,Mumbai
IN-V2-134,metro.in,192.168.1.1,0.232,0.999712091,0.938609215,Bengaluru
IN-V2-101,www.irctc.in,182.79.141.56,10.81543197,10.38824851,12.29939994,Mumbai
IN-48,hathway.net,203.193.159.125,1.061576599,0.305869584,1.41048801,Dehradun
IN-V2-249,uidai.gov.in,10.100.100.100,1.403123003,1.136233944,0.358286981,Bengaluru
IN-31,airtel.in,203.129.254.17,1.337801632,1.275196251,0.562526708,Coimbatore
IN-V2-164,uidai.gov.in,59.160.204.110,20.06694551,19.30523806,19.95418468,Bangalore
IN-57,hathway.net,182.72.222.125,9.978218109,10.08865463,10.56251824,Bangalore
IN-47,hathway.net,115.113.247.57,2.556829997,1.78749993,2.880456593,Delhi
IN-31,jio.in,203.129.254.17,0.881565575,0.68120351,1.197544927,Coimbatore
IN-44,hathway.net,192.168.10.1,0.687003405,1.224556804,1.336085281,Prayagraj
IN-V2-134,jio.in,122.187.95.101,10.43829478,9.20497967,10.83926007,Bangalore
IN-V2-249,airtel.in,10.100.100.100,1.446926724,1.137273516,0.238,Bengaluru
IN-47,hathway.net,115.113.247.57,1.456644998,2.408886255,2.869700977,Delhi
IN-39,sbi.co.in,136.232.208.209,9.252327167,9.041025067,10.52221171,Chennai
IN-V2-229,hathway.net,192.168.7.1,0.471303084,0.557517683,0.238,Kolkata
IN-V2-249,iisc.ac.in,103.77.108.26,19.89172095,14.91908606,24.91641341,Mumbai
IN-V2-51,hathway.net,125.22.133.21,4.90021266,4.01649082,4.528535328,Faridabad
